start	end	text
3934560	3935560	总共每道数据
3935560	3936560	这些
3936560	3937560	确实
3937560	3938560	差异就不是很大
3938560	3939560	确实
3939560	3940560	确实
3940560	3941560	对对
3941560	3942560	相当于是
3942560	3943560	模特服务开开工嘛
3943560	3944560	对吧
3944560	3945560	对对对
3945560	3946560	对
3946560	3947560	就是
3947560	3948560	现在确实有这种状况
3948560	3949560	但
3949560	3950560	至少他还是能工作
3950560	3951560	先把这个事情做完
3951560	3952560	我们现在就从
3952560	3954560	门道有问题
3954560	3955560	然后再解决
3955560	3956560	从一到十
3956560	3957560	这些问题
3957560	3958560	我们就做的更好
3958560	3959560	对
3959560	3960560	而且数据到后面
3960560	3961560	确实可以服务用的嘛
3961560	3962560	也不是说
3962560	3963560	就现在用到这上面
3963560	3964560	后面就不能用了
3964560	3965560	就白财了之类的
3965560	3966560	对对对
3966560	3967560	是是是
3967560	3968560	它还肯定有
3968560	3969560	它的价值在呢
3969560	3970560	对
3970560	3971560	对
3971560	3972560	明白
3972560	3973560	对
3973560	3974560	我这边反正就是想说
3974560	3975560	这个事情
3975560	3976560	想要做
3976560	3977560	不想做重复的事情
3977560	3978560	所以希望这东西
3978560	3979560	至少它一直是有一些
3979560	3980560	每天都能有
3980560	3981560	不是每天
3981560	3982560	就是会会一直
3982560	3983560	追随一些新的技术嘛
3983560	3984560	对
3984560	3985560	然后呢
3985560	3986560	这个
3986560	3987560	对
3987560	3988560	然后是
3988560	3989560	然后是本身是有价值的
3989560	3990560	不好意思
3990560	3991560	对
3991560	3992560	然后是本身是有价值的
3992560	3993560	因为
3993560	3994560	菊人智能它
3994560	3995560	玩弄在哪儿
3995560	3996560	我觉得它最终肯定都会
3996560	3997560	包括
3997560	3998560	其实这个
3998560	3999560	这个我觉得是个战略
3999560	4000560	是个战略的问题
4000560	4001560	但可能到到未来的话
4001560	4002560	也许
4002560	4003560	这东西就相当于是一个
4003560	4004560	已经通货了
4004560	4005560	对
4005560	4006560	对吧
4006560	4007560	那这块其实可能是个
4007560	4008560	战略物资的相当于
4008560	4009560	所以它肯定是
4009560	4010560	国家这块也肯定
4010560	4011560	也应该支持的
4011560	4012560	对这个本身
4012560	4013560	我很看好这个前景
4015560	4016560	其实这样
4016560	4017560	当大家看
4017560	4018560	其实还是蛮相似的
4018560	4019560	嗯
4019560	4020560	我个人
4020560	4021560	因为原来做自动驾驶的
4021560	4023560	当时赶上了
4023560	4024560	这个自动驾驶
4024560	4025560	比较狂热的时期
4025560	4026560	嗯
4026560	4027560	结果做了三两年
4027560	4028560	就能够出场
4028560	4029560	嗯
4029560	4031560	后来现实之外
4031560	4032560	做了十多年
4032560	4034560	做的相对不是特别理想
4034560	4036560	但也经历过这一段了
4036560	4038560	就慢慢的也相对更成熟
4038560	4039560	或者是说
4039560	4040560	可能看了问题
4040560	4043560	更沉稳一些
4043560	4045560	我个人觉得
4045560	4046560	就是
4046560	4047560	我们想在一两年
4047560	4049560	就某一个领土
4049560	4052560	这个通常可能也不是太容易
4052560	4053560	就赶上这个时间点
4053560	4054560	或者是赶上大卫星爆发
4054560	4055560	这个时间点
4055560	4056560	那预计就比较好嘛
4056560	4057560	嗯
4057560	4058560	如果没赶上
4058560	4059560	那可能我们就
4059560	4061560	就耐心地
4061560	4062560	持续地付出
4062560	4063560	嗯
4063560	4064560	每年十年
4064560	4065560	甚至更长的时间
4065560	4066560	去付出
4066560	4067560	每一个项目
4067560	4068560	也大概也值得
4068560	4069560	十年
4069560	4070560	十年二十年
4070560	4071560	再重新付出
4071560	4072560	是的
4072560	4073560	没错
4075560	4077560	和您交流也非常愉快
4077560	4078560	我也是
4078560	4079560	我从这边到
4079560	4080560	没什么问题
4080560	4081560	您有什么是想讲的
4081560	4082560	反正我觉得
4082560	4083560	这边跟你聊完之后
4083560	4084560	我觉得咱们公司
4084560	4086560	我还是挺符合我的一个
4086560	4087560	符合我的一个设想吧
4087560	4088560	就不像说实话
4088560	4089560	我们这边
4089560	4090560	一开始就想
4090560	4091560	走到猫步什么的
4091560	4092560	展示一下
4092560	4093560	但那个
4093560	4094560	到底有什么价值
4094560	4095560	是真的不知道
4095560	4096560	对
4096560	4097560	所以
4097560	4098560	对
4098560	4099560	所以说之前
4099560	4100560	说实话
4100560	4101560	我在今年
4101560	4102560	包括几个月前
4102560	4103560	还对这个行业
4103560	4104560	我还在质疑
4104560	4105560	说大家好像
4105560	4106560	都是在搞一种
4106560	4108560	秀肌肉的这种事情
4108560	4109560	感觉只有
4109560	4110560	投资人会去买账
4110560	4111560	后来我发现
4111560	4112560	就有像咱们这种公司
4112560	4113560	会做一些
4113560	4114560	就是真正有它价值的东西
4114560	4115560	而不是说
4115560	4116560	就是给人看呀
4116560	4117560	做一些这种
4117560	4118560	表面工夫的东西
4118560	4119560	对
4119560	4120560	所以我就想找这种
4120560	4121560	咱们这种类型的公司
4121560	4122560	能够更有
4122560	4124560	更符合我后面的预期
4124560	4125560	理解理解
4125560	4126560	就是我们
4126560	4127560	就一方面
4127560	4128560	公司比较公实
4128560	4130560	我们在这些相对
4130560	4132560	能够踏踏实实落地的
4132560	4134560	但从另一角度来讲
4134560	4135560	就是给投资人
4135560	4136560	需要的东西
4136560	4138560	显然是要做一些嘛
4138560	4140560	否则大家都
4140560	4141560	做得比较苦
4141560	4143560	看看到底什么时候
4143560	4144560	但这个就绪
4144560	4146560	其实就不决定嘛
4146560	4148560	另一个问题是说
4148560	4149560	另一方面
4150560	4153560	整体上
4153560	4154560	您和前面那个同学聊
4154560	4158560	应该也是相对比较顺
4158560	4160560	这边整体氛围
4160560	4162560	还是很轻松的
4162560	4163560	应该说
4163560	4165560	从工作强度上来讲
4165560	4166560	倒也不是太大的
4166560	4167560	当然去深
4167560	4168560	是一个相对
4168560	4169560	经验比较充分的
4169560	4170560	如果想特别轻松
4170560	4172560	这个可能也不是太现实
4172560	4173560	理解理解
4173560	4175560	可能自驾这一类公司
4175560	4176560	比我们了解到的
4176560	4177560	应该还是要轻松一些
4177560	4179560	大概九点上班
4179560	4180560	通常六点下班
4180560	4182560	但多数的这个
4182560	4183560	非技术岗
4183560	4185560	大概六点多
4185560	4186560	也就自己走了
4186560	4188560	然后技术岗
4188560	4189560	可能会稍晚一点
4189560	4191560	但也不会太晚
4191560	4192560	通常都是同学
4192560	4194560	是八点前后会走了
4194560	4197560	然后公司到九点以后
4197560	4199560	离开了回加班费
4199560	4201560	周末平时是不加班
4201560	4202560	加班比较少
4202560	4203560	但加班也是
4203560	4204560	加班比较长时间
4204560	4205560	明白明白
4205560	4206560	这个没问题
4206560	4207560	之前的公司
4207560	4208560	基本都会有加班
4208560	4209560	好像很少有
4209560	4211560	很轻松的
4211560	4212560	对对
4212560	4213560	因为我主要
4213560	4214560	自己的小朋友
4214560	4215560	好像工作程度
4215560	4216560	也不是太低
4216560	4217560	我之前
4217560	4218560	因为我有些同学
4218560	4220560	也是在小朋友边上
4220560	4222560	大半年都做自驾
4222560	4223560	忙起来的话
4223560	4225560	真的就可能会熬夜
4225560	4227560	这种
4227560	4228560	对对
4228560	4229560	我真的不太想
4229560	4230560	没有加班
4230560	4232560	明白
4232560	4233560	好的
4233560	4234560	了解
4235560	4237560	我想想
4238560	4239560	咱们现在算法
4239560	4241560	这边团队有多少人
4241560	4243560	实际上我给您介绍一下
4243560	4245560	您看这个
4245560	4248560	我们是软件研发部
4248560	4250560	大单的是六十多人
4250560	4251560	在两块业务
4251560	4253560	一块是做的工片
4253560	4257560	工程落地一块是片模型
4257560	4258560	模型这边
4258560	4260560	现在应该有二十多人
4260560	4262560	然后算到工程这边
4262560	4263560	就分几方向
4263560	4264560	一个是做这种
4264560	4265560	钢片纯工程的
4265560	4267560	机器人的独立软件
4267560	4268560	就和自驾软件建立的
4268560	4269560	类似
4269560	4270560	机器人领域
4270560	4272560	各种领导的平台
4272560	4274560	数据币环
4274560	4276560	数据的在储藏等
4276560	4277560	这一类平台
4277560	4279560	人机交互
4279560	4280560	还有一部分
4280560	4282560	就是片这个用户
4282560	4284560	就机器人的
4284560	4285560	这个片
4285560	4286560	强化讯息这一类
4286560	4288560	或者是机器人SDK
4288560	4289560	剩下的呢
4289560	4291560	就是这个数据保险
4292560	4294560	现在咱们聊这个
4294560	4296560	这个方向吧
4296560	4297560	主要就是在
4297560	4299560	做一些数据基建
4299560	4300560	那这里面呢
4300560	4301560	就使用一些
4301560	4302560	各种数据处理手段
4302560	4303560	明白
4304560	4305560	咱们这边
4305560	4306560	没有对这个
4306560	4309560	语音的数据有需求吗
4309560	4310560	语音数据也是有的
4310560	4312560	那归咱们这边管吗
4312560	4313560	还是有专门的
4313560	4314560	归咱们这边管
4314560	4316560	语音数据实际上才是需要
4316560	4317560	对话这种
4317560	4319560	那它不是有些交互吗
4319560	4320560	会不会有这种语音交互
4320560	4321560	哦 明白
4321560	4323560	语音交互也是在咱们这边
4323560	4325560	但它不是在这个数据保险上
4325560	4328560	是在放在机器人软件那边
4328560	4329560	哦 明白明白
4329560	4330560	所以咱们就是
4330560	4333560	纯的视觉这种
4333560	4335560	就是我们在做的时候
4335560	4336560	其实输入就
4336560	4337560	例如
4337560	4339560	你用纯视觉来做这个实验
4339560	4341560	可能不一定特别精准
4341560	4342560	所以这个设备本身
4342560	4344560	它是支持你输入的
4344560	4346560	你跟他说这是什么场景
4346560	4347560	等等
4347560	4348560	就做一些简单的
4349560	4350560	然后
4350560	4351560	这个合理
4351560	4353560	交互感兴趣
4353560	4354560	你们交互没有
4354560	4355560	没有没有
4355560	4356560	我是做视觉
4356560	4357560	我的视觉更感兴趣
4360560	4361560	对
4361560	4362560	行 那我基本都了解了
4363560	4364560	好
4364560	4365560	那非常感谢您
4365560	4366560	时间很久了
4366560	4367560	也感谢您
4367560	4368560	对 很感谢您
4369560	4370560	行
4370560	4371560	好 那严先生
4371560	4372560	今天的面试就到这儿
4372560	4373560	后面我们保持联系
4373560	4374560	好的 好的
4374560	4375560	好 感谢二位
4375560	4376560	好 拜拜
4376560	4377560	谢谢
4377560	4378560	好 再见
4378560	4379560	拜拜
4380560	4381560	海航哥 你等等
4407560	4408560	海航
4408560	4409560	海航
4409560	4410560	海航
4410560	4411560	海航
4411560	4412560	海航
4412560	4413560	海航
4413560	4414560	海航
4414560	4415560	海航
4415560	4416560	海航
4416560	4417560	海航
4417560	4418560	海航
4418560	4419560	海航
4419560	4420560	海航
4420560	4421560	海航
4421560	4422560	海航
4422560	4423560	海航
4423560	4424560	海航
4424560	4425560	海航
4425560	4426560	海航
4426560	4427560	海航
4427560	4428560	海航
4428560	4429560	海航
4429560	4430560	海航
4430560	4431560	海航
4431560	4432560	海航
4432560	4433560	海航
4433560	4434560	海航
4434560	4435560	海航
4435560	4436560	海航
